state,regional_division,population,article_title,revision_id,article_quality
Florida,South Atlantic,22244823.0,"Pembroke Pines, Florida",1175331535.0,C
Florida,South Atlantic,22244823.0,"Penney Farms, Florida",1166211144.0,Start
Florida,South Atlantic,22244823.0,"Pensacola, Florida",1177044236.0,B
Florida,South Atlantic,22244823.0,"Perry, Florida",1180181995.0,C
Florida,South Atlantic,22244823.0,"Pierson, Florida",1166211309.0,C
Florida,South Atlantic,22244823.0,"Pinecrest, Florida",1180134932.0,GA
Florida,South Atlantic,22244823.0,"Pinellas Park, Florida",1177954749.0,GA
Florida,South Atlantic,22244823.0,"Plant City, Florida",1169996630.0,C
Florida,South Atlantic,22244823.0,"Plantation, Florida",1178301634.0,B
Florida,South Atlantic,22244823.0,"Polk City, Florida",1165898323.0,C
Florida,South Atlantic,22244823.0,"Pomona Park, Florida",1166229205.0,Start
Florida,South Atlantic,22244823.0,"Pompano Beach, Florida",1180323300.0,B
Florida,South Atlantic,22244823.0,"Ponce de Leon, Florida",1166229213.0,C
Florida,South Atlantic,22244823.0,"Ponce Inlet, Florida",1172833454.0,C
Florida,South Atlantic,22244823.0,"Port Orange, Florida",1166494498.0,C
Florida,South Atlantic,22244823.0,"Port Richey, Florida",1167144136.0,C
Florida,South Atlantic,22244823.0,"Port St. Joe, Florida",1167921112.0,C
Florida,South Atlantic,22244823.0,"Port St. Lucie, Florida",1177337321.0,C
Florida,South Atlantic,22244823.0,"Punta Gorda, Florida",1178114814.0,GA
Florida,South Atlantic,22244823.0,"Quincy, Florida",1165899018.0,GA
Florida,South Atlantic,22244823.0,"Raiford, Florida",1166229542.0,C
Florida,South Atlantic,22244823.0,"Reddick, Florida",1180019120.0,C
Florida,South Atlantic,22244823.0,"Redington Beach, Florida",1166229686.0,Start
Florida,South Atlantic,22244823.0,"Redington Shores, Florida",1166229689.0,C
Florida,South Atlantic,22244823.0,"Riviera Beach, Florida",1179646609.0,GA
Florida,South Atlantic,22244823.0,"Rockledge, Florida",1176899808.0,C
Florida,South Atlantic,22244823.0,"Royal Palm Beach, Florida",1179766604.0,C
Florida,South Atlantic,22244823.0,"Safety Harbor, Florida",1173481281.0,C
Florida,South Atlantic,22244823.0,"San Antonio, Florida",1165900705.0,GA
Florida,South Atlantic,22244823.0,"Sanford, Florida",1178436490.0,C
Florida,South Atlantic,22244823.0,"Sanibel, Florida",1178602148.0,B
Florida,South Atlantic,22244823.0,"Sarasota, Florida",1179779968.0,B
Florida,South Atlantic,22244823.0,"Satellite Beach, Florida",1178300318.0,B
Florida,South Atlantic,22244823.0,"Sea Ranch Lakes, Florida",1174998738.0,C
Florida,South Atlantic,22244823.0,"Sebastian, Florida",1179834582.0,C
Florida,South Atlantic,22244823.0,"Sebring, Florida",1173363386.0,C
Florida,South Atlantic,22244823.0,"Seminole, Florida",1177416696.0,C
Florida,South Atlantic,22244823.0,"Sewall's Point, Florida",1166231030.0,C
Florida,South Atlantic,22244823.0,"Shalimar, Florida",1175716699.0,C
Florida,South Atlantic,22244823.0,"Sneads, Florida",1177865559.0,Start
Florida,South Atlantic,22244823.0,"Sopchoppy, Florida",1172570177.0,C
Florida,South Atlantic,22244823.0,"South Bay, Florida",1179636871.0,C
Florida,South Atlantic,22244823.0,"South Daytona, Florida",1165902156.0,C
Florida,South Atlantic,22244823.0,"South Miami, Florida",1179460797.0,GA
Florida,South Atlantic,22244823.0,"South Palm Beach, Florida",1179770535.0,GA
Florida,South Atlantic,22244823.0,"South Pasadena, Florida",1165902270.0,C
Florida,South Atlantic,22244823.0,"Southwest Ranches, Florida",1175311326.0,GA
Florida,South Atlantic,22244823.0,"Springfield, Florida",1165902726.0,C
Florida,South Atlantic,22244823.0,"St. Augustine, Florida",1179414278.0,GA
Florida,South Atlantic,22244823.0,"St. Augustine Beach, Florida",1168422206.0,C
Florida,South Atlantic,22244823.0,"St. Cloud, Florida",1180182523.0,GA
Florida,South Atlantic,22244823.0,"St. Leo, Florida",1153515054.0,GA
Florida,South Atlantic,22244823.0,"St. Lucie Village, Florida",1166330228.0,Start
Florida,South Atlantic,22244823.0,"St. Marks, Florida",1172917226.0,C
Florida,South Atlantic,22244823.0,"St. Pete Beach, Florida",1174024022.0,GA
Florida,South Atlantic,22244823.0,"St. Petersburg, Florida",1179890344.0,B
Florida,South Atlantic,22244823.0,"Starke, Florida",1176386332.0,GA
Florida,South Atlantic,22244823.0,"Stuart, Florida",1166493750.0,C
Florida,South Atlantic,22244823.0,"Sunny Isles Beach, Florida",1178549476.0,C
Florida,South Atlantic,22244823.0,"Sunrise, Florida",1177281973.0,GA
Florida,South Atlantic,22244823.0,"Surfside, Florida",1179591833.0,C
Florida,South Atlantic,22244823.0,"Sweetwater, Miami-Dade County, Florida",1179193716.0,C
Florida,South Atlantic,22244823.0,"Tallahassee, Florida",1180299583.0,B
Florida,South Atlantic,22244823.0,"Tamarac, Florida",1174996011.0,GA
Florida,South Atlantic,22244823.0,"Tampa, Florida",1177704956.0,B
Florida,South Atlantic,22244823.0,"Tarpon Springs, Florida",1176785281.0,C
Florida,South Atlantic,22244823.0,"Tavares, Florida",1165903740.0,C
Florida,South Atlantic,22244823.0,"Temple Terrace, Florida",1177919876.0,C
Florida,South Atlantic,22244823.0,"Tequesta, Florida",1179637090.0,C
Florida,South Atlantic,22244823.0,"Titusville, Florida",1178149665.0,B
Florida,South Atlantic,22244823.0,"Treasure Island, Florida",1165904793.0,C
Florida,South Atlantic,22244823.0,"Trenton, Florida",1165904804.0,C
Florida,South Atlantic,22244823.0,"Umatilla, Florida",1165905119.0,C
Florida,South Atlantic,22244823.0,"Valparaiso, Florida",1165906003.0,C
Florida,South Atlantic,22244823.0,"Venice, Florida",1179737230.0,C
Florida,South Atlantic,22244823.0,"Vernon, Florida",1165906155.0,C
Florida,South Atlantic,22244823.0,"Vero Beach, Florida",1180398760.0,GA
Florida,South Atlantic,22244823.0,"Virginia Gardens, Florida",1179189250.0,C
Florida,South Atlantic,22244823.0,"Waldo, Florida",1174832051.0,GA
Florida,South Atlantic,22244823.0,"Wauchula, Florida",1165906816.0,C
Florida,South Atlantic,22244823.0,"Wausau, Florida",1166332853.0,C
Florida,South Atlantic,22244823.0,"Webster, Florida",1165906954.0,Start
Florida,South Atlantic,22244823.0,"Welaka, Florida",1166332979.0,C
Florida,South Atlantic,22244823.0,"Wellington, Florida",1179767222.0,GA
Florida,South Atlantic,22244823.0,"Westlake, Florida",1179926201.0,C
Florida,South Atlantic,22244823.0,"West Melbourne, Florida",1177275781.0,C
Florida,South Atlantic,22244823.0,"West Miami, Florida",1179458737.0,C
Florida,South Atlantic,22244823.0,"West Palm Beach, Florida",1179657908.0,B
Florida,South Atlantic,22244823.0,"West Park, Florida",1175334510.0,GA
Florida,South Atlantic,22244823.0,"Weston, Florida",1177379595.0,B
Florida,South Atlantic,22244823.0,"Westville, Florida",1166333380.0,GA
Florida,South Atlantic,22244823.0,"Wewahitchka, Florida",1173821878.0,C
Florida,South Atlantic,22244823.0,"White Springs, Florida",1166333493.0,GA
Florida,South Atlantic,22244823.0,"Wildwood, Florida",1166493120.0,GA
Florida,South Atlantic,22244823.0,"Williston, Florida",1179816771.0,C
Florida,South Atlantic,22244823.0,"Wilton Manors, Florida",1176742065.0,C
Florida,South Atlantic,22244823.0,"Windermere, Florida",1166494744.0,C
Florida,South Atlantic,22244823.0,"Winter Garden, Florida",1179712292.0,C
Florida,South Atlantic,22244823.0,"Winter Haven, Florida",1174602400.0,GA
Florida,South Atlantic,22244823.0,"Winter Park, Florida",1177860252.0,C
Florida,South Atlantic,22244823.0,"Winter Springs, Florida",1165908146.0,C
Florida,South Atlantic,22244823.0,"Worthington Springs, Florida",1166334434.0,GA
Florida,South Atlantic,22244823.0,"Yankeetown, Florida",1174436855.0,Start
Florida,South Atlantic,22244823.0,"Zephyrhills, Florida",1177067063.0,C
Florida,South Atlantic,22244823.0,"Zolfo Springs, Florida",1171166674.0,GA
Florida,South Atlantic,22244823.0,County (United States),1178988667.0,GA
Georgia,South Atlantic,,"Abbeville, Georgia",1171167087.0,C
Georgia,South Atlantic,,"Acworth, Georgia",1166760529.0,C
Georgia,South Atlantic,,"Adairsville, Georgia",1165502646.0,C
Georgia,South Atlantic,,"Adel, Georgia",1168374078.0,C
Georgia,South Atlantic,,"Adrian, Georgia",1176950695.0,C
Georgia,South Atlantic,,"Ailey, Georgia",1165506183.0,GA
Georgia,South Atlantic,,"Alamo, Georgia",1165506253.0,C
Georgia,South Atlantic,,"Alapaha, Georgia",1167594382.0,C
Georgia,South Atlantic,,"Albany, Georgia",1177187499.0,B
Georgia,South Atlantic,,"Aldora, Georgia",1165909655.0,C
Georgia,South Atlantic,,"Allenhurst, Georgia",1165506480.0,C
Georgia,South Atlantic,,"Allentown, Georgia",1165506482.0,C
Georgia,South Atlantic,,"Alma, Georgia",1165506533.0,C
Georgia,South Atlantic,,"Alpharetta, Georgia",1179349684.0,C
Georgia,South Atlantic,,"Alston, Georgia",1166369939.0,GA
Georgia,South Atlantic,,"Alto, Georgia",1165909803.0,GA
Georgia,South Atlantic,,"Ambrose, Georgia",1165506851.0,Start
Georgia,South Atlantic,,"Americus, Georgia",1178071291.0,C
Georgia,South Atlantic,,"Andersonville, Georgia",1148351919.0,C
Georgia,South Atlantic,,"Arabi, Georgia",1166014401.0,C
Georgia,South Atlantic,,"Aragon, Georgia",1175539641.0,C
Georgia,South Atlantic,,"Arcade, Georgia",1176051023.0,GA
Georgia,South Atlantic,,"Argyle, Georgia",1166014476.0,C
Georgia,South Atlantic,,"Arlington, Georgia",1167090196.0,C
Georgia,South Atlantic,,"Arnoldsville, Georgia",1165507577.0,Start
Georgia,South Atlantic,,"Ashburn, Georgia",1172583463.0,C
Georgia,South Atlantic,,"Athens, Georgia",1179980871.0,GA
Georgia,South Atlantic,,Atlanta,1180354680.0,B
Georgia,South Atlantic,,"Attapulgus, Georgia",1165507860.0,Start
Georgia,South Atlantic,,"Auburn, Georgia",1165507896.0,C
Georgia,South Atlantic,,"Augusta, Georgia",1178718798.0,B
Georgia,South Atlantic,,"Austell, Georgia",1178557368.0,C
Georgia,South Atlantic,,"Avalon, Georgia",1166014825.0,Start
Georgia,South Atlantic,,"Avera, Georgia",1165508146.0,Start
Georgia,South Atlantic,,"Avondale Estates, Georgia",1106263514.0,C
Georgia,South Atlantic,,"Baconton, Georgia",1165508217.0,C
Georgia,South Atlantic,,"Bainbridge, Georgia",1173754784.0,C
Georgia,South Atlantic,,"Baldwin, Georgia",1173300179.0,C
Georgia,South Atlantic,,"Ball Ground, Georgia",1171372028.0,GA
Georgia,South Atlantic,,"Barnesville, Georgia",1165508415.0,C
Georgia,South Atlantic,,"Bartow, Georgia",1166015097.0,Start
Georgia,South Atlantic,,"Barwick, Georgia",1165508514.0,Start
Georgia,South Atlantic,,"Baxley, Georgia",1166646738.0,C
Georgia,South Atlantic,,"Bellville, Georgia",1165509214.0,C
Georgia,South Atlantic,,"Berkeley Lake, Georgia",1165535964.0,C
Georgia,South Atlantic,,"Berlin, Georgia",1166015481.0,GA
Georgia,South Atlantic,,"Bethlehem, Georgia",1179176511.0,GA
Georgia,South Atlantic,,"Between, Georgia",1166015616.0,Start
Georgia,South Atlantic,,"Bishop, Georgia",1166015740.0,C
Georgia,South Atlantic,,"Blackshear, Georgia",1173548393.0,C
Georgia,South Atlantic,,"Blairsville, Georgia",1178680594.0,C
Georgia,South Atlantic,,"Blakely, Georgia",1178976825.0,C
Georgia,South Atlantic,,"Bloomingdale, Georgia",1165536413.0,Start
Georgia,South Atlantic,,"Blue Ridge, Georgia",1172249922.0,C
Georgia,South Atlantic,,"Bluffton, Georgia",1166015913.0,C
Georgia,South Atlantic,,"Blythe, Georgia",1165536507.0,Start
Georgia,South Atlantic,,"Bogart, Georgia",1166015938.0,C
Georgia,South Atlantic,,"Boston, Georgia",1165536671.0,C
Georgia,South Atlantic,,"Bostwick, Georgia",1166016026.0,GA
Georgia,South Atlantic,,"Bowdon, Georgia",1176253533.0,C
Georgia,South Atlantic,,"Bowersville, Georgia",1166016079.0,Start
Georgia,South Atlantic,,"Bowman, Georgia",1165536752.0,C
Georgia,South Atlantic,,"Braselton, Georgia",1177440193.0,GA
Georgia,South Atlantic,,"Braswell, Georgia",1165536888.0,Start
Georgia,South Atlantic,,"Bremen, Georgia",1172047395.0,C
Georgia,South Atlantic,,"Brinson, Georgia",1178991856.0,GA
Georgia,South Atlantic,,"Bronwood, Georgia",1166016399.0,Start
Georgia,South Atlantic,,"Brookhaven, Georgia",1172028453.0,B
Georgia,South Atlantic,,"Brooklet, Georgia",1168590125.0,C
Georgia,South Atlantic,,"Brooks, Georgia",1166016476.0,C
Georgia,South Atlantic,,"Broxton, Georgia",1165537449.0,C
Georgia,South Atlantic,,"Brunswick, Georgia",1179019149.0,GA
Georgia,South Atlantic,,"Buchanan, Georgia",1169732429.0,C
Georgia,South Atlantic,,"Buckhead, Morgan County, Georgia",1176980893.0,GA
Georgia,South Atlantic,,"Buena Vista, Georgia",1167065988.0,C
Georgia,South Atlantic,,"Buford, Georgia",1171494776.0,GA
Georgia,South Atlantic,,"Butler, Georgia",1165537809.0,C
Georgia,South Atlantic,,"Byromville, Georgia",1166016929.0,C
Georgia,South Atlantic,,"Byron, Georgia",1165537858.0,C
Georgia,South Atlantic,,"Cadwell, Georgia",1166016976.0,Start
Georgia,South Atlantic,,"Cairo, Georgia",1175371412.0,C
Georgia,South Atlantic,,"Calhoun, Georgia",1173382154.0,C
Georgia,South Atlantic,,"Camak, Georgia",1166017032.0,Start
Georgia,South Atlantic,,"Camilla, Georgia",1151999628.0,C
Georgia,South Atlantic,,"Canon, Georgia",1165538201.0,C
Georgia,South Atlantic,,"Canton, Georgia",1178343197.0,C
Georgia,South Atlantic,,"Carl, Georgia",1166017271.0,Start
Georgia,South Atlantic,,"Carlton, Georgia",1165538360.0,C
Georgia,South Atlantic,,"Carnesville, Georgia",1179907600.0,C
Georgia,South Atlantic,,"Carrollton, Georgia",1175271085.0,GA
Georgia,South Atlantic,,"Cartersville, Georgia",1173978227.0,C
Georgia,South Atlantic,,"Cave Spring, Georgia",1165538653.0,C
Georgia,South Atlantic,,"Cecil, Georgia",1166017483.0,Start
Georgia,South Atlantic,,"Cedartown, Georgia",1176105072.0,C
Georgia,South Atlantic,,"Centerville, Georgia",1165538828.0,C
Georgia,South Atlantic,,"Centralhatchee, Georgia",1166017585.0,C
Georgia,South Atlantic,,"Chamblee, Georgia",1175829049.0,C
Georgia,South Atlantic,,"Chatsworth, Georgia",1168613945.0,C
Georgia,South Atlantic,,"Chattahoochee Hills, Georgia",1173170223.0,C
Georgia,South Atlantic,,"Chauncey, Georgia",1165539066.0,Start
Georgia,South Atlantic,,"Chester, Georgia",1166017785.0,Start
Georgia,South Atlantic,,"Chickamauga, Georgia",1177846925.0,C
Georgia,South Atlantic,,"Clarkesville, Georgia",1175908235.0,C
Georgia,South Atlantic,,"Clarkston, Georgia",1169488539.0,C
Georgia,South Atlantic,,"Claxton, Georgia",1165539625.0,C
Georgia,South Atlantic,,"Clayton, Georgia",1165644186.0,C
Georgia,South Atlantic,,"Clermont, Georgia",1166018167.0,GA
Georgia,South Atlantic,,"Cleveland, Georgia",1173580782.0,C
Georgia,South Atlantic,,"Climax, Georgia",1165644441.0,GA
Georgia,South Atlantic,,"Cobbtown, Georgia",1167949793.0,Start
Georgia,South Atlantic,,"Cochran, Georgia",1179432771.0,C
Georgia,South Atlantic,,"Cohutta, Georgia",1166018353.0,C
Georgia,South Atlantic,,"Colbert, Georgia",1165644673.0,C
Georgia,South Atlantic,,"College Park, Georgia",1169093236.0,B
Georgia,South Atlantic,,"Collins, Georgia",1165644768.0,Start
Georgia,South Atlantic,,"Colquitt, Georgia",1170768155.0,C
Georgia,South Atlantic,,"Columbus, Georgia",1179957475.0,B
Georgia,South Atlantic,,"Comer, Georgia",1165644959.0,C
Georgia,South Atlantic,,"Commerce, Georgia",1174332725.0,GA
Georgia,South Atlantic,,"Concord, Georgia",1166018686.0,C
Georgia,South Atlantic,,"Conyers, Georgia",1178960807.0,C
Georgia,South Atlantic,,"Coolidge, Georgia",1165645119.0,C
Georgia,South Atlantic,,"Cordele, Georgia",1175856976.0,C
Georgia,South Atlantic,,"Cornelia, Georgia",1165645199.0,C
Georgia,South Atlantic,,"Covington, Georgia",1178417826.0,C
Georgia,South Atlantic,,"Crawford, Georgia",1171097700.0,C
Georgia,South Atlantic,,"Crawfordville, Georgia",1165645504.0,C
Georgia,South Atlantic,,"Culloden, Georgia",1165645813.0,GA
Georgia,South Atlantic,,"Cumming, Georgia",1180024362.0,C
Georgia,South Atlantic,,"Cusseta, Georgia",1165645885.0,C
Georgia,South Atlantic,,"Cuthbert, Georgia",1177791529.0,C
Georgia,South Atlantic,,"Dacula, Georgia",1176674434.0,GA
Georgia,South Atlantic,,"Dahlonega, Georgia",1172727270.0,C
Georgia,South Atlantic,,"Daisy, Georgia",1165645961.0,GA
Georgia,South Atlantic,,"Dallas, Georgia",1172046455.0,C
Georgia,South Atlantic,,"Dalton, Georgia",1178637190.0,GA
Georgia,South Atlantic,,"Damascus, Georgia",1167090579.0,GA
Georgia,South Atlantic,,"Danielsville, Georgia",1142847134.0,GA
Georgia,South Atlantic,,"Danville, Georgia",1166066368.0,C
Georgia,South Atlantic,,"Darien, Georgia",1151362516.0,C
Georgia,South Atlantic,,"Dasher, Georgia",1166066415.0,C
Georgia,South Atlantic,,"Davisboro, Georgia",1165646211.0,C
Georgia,South Atlantic,,"Dawson, Georgia",1165646226.0,C
Georgia,South Atlantic,,"Dawsonville, Georgia",1173221323.0,C
Georgia,South Atlantic,,"Dearing, Georgia",1166066513.0,GA
Georgia,South Atlantic,,"Decatur, Georgia",1179004647.0,C
Georgia,South Atlantic,,"Deepstep, Georgia",1166066547.0,C
Georgia,South Atlantic,,"Demorest, Georgia",1173839775.0,GA
Georgia,South Atlantic,,"Denton, Georgia",1165646719.0,C
Georgia,South Atlantic,,"De Soto, Georgia",1167578712.0,C
Georgia,South Atlantic,,"Dexter, Georgia",1166066793.0,C
Georgia,South Atlantic,,"Dillard, Georgia",1165646903.0,C
Georgia,South Atlantic,,"Doerun, Georgia",1165646972.0,Start
Georgia,South Atlantic,,"Donalsonville, Georgia",1167298997.0,GA
Georgia,South Atlantic,,"Dooling, Georgia",1166067003.0,GA
Georgia,South Atlantic,,"Doraville, Georgia",1165647032.0,C
Georgia,South Atlantic,,"Douglas, Georgia",1177635029.0,C
Georgia,South Atlantic,,"Douglasville, Georgia",1175838079.0,C
Georgia,South Atlantic,,"Dublin, Georgia",1179807466.0,C
Georgia,South Atlantic,,"Dudley, Georgia",1165647285.0,C
Georgia,South Atlantic,,"Duluth, Georgia",1176524296.0,C
Georgia,South Atlantic,,"Dunwoody, Georgia",1165906617.0,GA
Georgia,South Atlantic,,"Du Pont, Georgia",1166067078.0,Start
Georgia,South Atlantic,,"East Dublin, Georgia",1165647627.0,C
Georgia,South Atlantic,,"East Ellijay, Georgia",1165647634.0,C
Georgia,South Atlantic,,"Eastman, Georgia",1170691793.0,C
Georgia,South Atlantic,,"East Point, Georgia",1146424883.0,C
Georgia,South Atlantic,,"Eatonton, Georgia",1179389031.0,GA
Georgia,South Atlantic,,Echols County,16382631.0,Stub
Georgia,South Atlantic,,"Edge Hill, Georgia",1165647791.0,Start
Georgia,South Atlantic,,"Edison, Georgia",1165647855.0,C
Georgia,South Atlantic,,"Elberton, Georgia",1154796349.0,C
Georgia,South Atlantic,,"Ellaville, Georgia",1165650497.0,C
Georgia,South Atlantic,,"Ellenton, Georgia",1166067626.0,Start
Georgia,South Atlantic,,"Ellijay, Georgia",1177648541.0,C
Georgia,South Atlantic,,"Emerson, Georgia",1165650659.0,C
Georgia,South Atlantic,,"Enigma, Georgia",1166067727.0,GA
Georgia,South Atlantic,,"Ephesus, Georgia",1176791536.0,C
Georgia,South Atlantic,,"Eton, Georgia",1166067858.0,GA
Georgia,South Atlantic,,"Euharlee, Georgia",1165650873.0,C
Georgia,South Atlantic,,"Fairburn, Georgia",1172341988.0,C
Georgia,South Atlantic,,"Fairmount, Georgia",1165746654.0,C
Georgia,South Atlantic,,"Fargo, Georgia",1109191721.0,Start
Georgia,South Atlantic,,"Fayetteville, Georgia",1178733028.0,C
Georgia,South Atlantic,,"Fitzgerald, Georgia",1176402799.0,C
Georgia,South Atlantic,,"Flemington, Georgia",1166453387.0,Start
Georgia,South Atlantic,,"Flovilla, Georgia",1165747018.0,C
Georgia,South Atlantic,,"Flowery Branch, Georgia",1177257969.0,GA
Georgia,South Atlantic,,"Folkston, Georgia",1177111268.0,C
Georgia,South Atlantic,,"Forest Park, Georgia",1177040037.0,C
Georgia,South Atlantic,,"Forsyth, Georgia",1165747169.0,C
Georgia,South Atlantic,,"Fort Gaines, Georgia",1177796583.0,C
Georgia,South Atlantic,,"Fort Oglethorpe, Georgia",1165747211.0,C
Georgia,South Atlantic,,"Fort Valley, Georgia",1165747230.0,C
Georgia,South Atlantic,,"Franklin, Georgia",1157062615.0,C
Georgia,South Atlantic,,"Franklin Springs, Georgia",1176390424.0,GA
Georgia,South Atlantic,,"Funston, Georgia",1166068905.0,C
Georgia,South Atlantic,,"Gainesville, Georgia",1179807732.0,C
Georgia,South Atlantic,,"Garden City, Georgia",1178601576.0,B
Georgia,South Atlantic,,"Garfield, Georgia",1165747684.0,Start
Georgia,South Atlantic,,"Gay, Georgia",1158255427.0,GA
Georgia,South Atlantic,,"Geneva, Georgia",1166069134.0,C
Georgia,South Atlantic,,"Georgetown, Quitman County, Georgia",1178673898.0,C
Georgia,South Atlantic,,"Gibson, Georgia",1165747928.0,C
Georgia,South Atlantic,,"Gillsville, Georgia",1165747980.0,C
Georgia,South Atlantic,,"Girard, Georgia",1166069439.0,Start
Georgia,South Atlantic,,"Glennville, Georgia",1175294081.0,C
Georgia,South Atlantic,,"Glenwood, Georgia",1165748126.0,Start
Georgia,South Atlantic,,"Good Hope, Georgia",1166069552.0,C
Georgia,South Atlantic,,"Gordon, Georgia",1165748252.0,Start
Georgia,South Atlantic,,"Graham, Georgia",1165748349.0,Start
Georgia,South Atlantic,,"Grantville, Georgia",1172698705.0,C
Georgia,South Atlantic,,"Gray, Georgia",1165748585.0,C
Georgia,South Atlantic,,"Grayson, Georgia",1174586419.0,C
Georgia,South Atlantic,,"Greensboro, Georgia",1179846957.0,C
Georgia,South Atlantic,,"Greenville, Georgia",1169216248.0,C
Georgia,South Atlantic,,"Griffin, Georgia",1165018400.0,GA
Georgia,South Atlantic,,"Grovetown, Georgia",1178412445.0,C
Georgia,South Atlantic,,"Gumbranch, Georgia",1111378304.0,C
Georgia,South Atlantic,,"Guyton, Georgia",1165748955.0,C
Georgia,South Atlantic,,"Hagan, Georgia",1165748973.0,C
Georgia,South Atlantic,,"Hahira, Georgia",1165748983.0,GA
Georgia,South Atlantic,,"Hamilton, Georgia",1165749074.0,C
Georgia,South Atlantic,,"Hampton, Georgia",1167199106.0,C
Georgia,South Atlantic,,"Hapeville, Georgia",1176700609.0,C
Georgia,South Atlantic,,"Haralson, Georgia",1166180462.0,C
Georgia,South Atlantic,,"Harlem, Georgia",1165749233.0,C
Georgia,South Atlantic,,"Harrison, Georgia",1166180568.0,C
Georgia,South Atlantic,,,,
Georgia,South Atlantic,,"Hawkinsville, Georgia",1165749467.0,C
Georgia,South Atlantic,,"Hazlehurst, Georgia",1168774722.0,C
Georgia,South Atlantic,,"Helen, Georgia",1174678901.0,C
Georgia,South Atlantic,,"Hephzibah, Georgia",1167992229.0,C
Georgia,South Atlantic,,"Hiawassee, Georgia",1166180936.0,GA
Georgia,South Atlantic,,"Higgston, Georgia",1166180977.0,GA
Georgia,South Atlantic,,"Hiltonia, Georgia",1165750103.0,Start
Georgia,South Atlantic,,"Hinesville, Georgia",1179807539.0,C
Georgia,South Atlantic,,"Hiram, Georgia",1165750121.0,C
Georgia,South Atlantic,,"Hoboken, Georgia",1177112508.0,C
Georgia,South Atlantic,,"Hogansville, Georgia",1165750157.0,C
Georgia,South Atlantic,,"Holly Springs, Georgia",1165750248.0,Start
Georgia,South Atlantic,,"Homeland, Georgia",1176973920.0,Start
Georgia,South Atlantic,,"Homer, Georgia",1166181310.0,GA
Georgia,South Atlantic,,"Homerville, Georgia",1179808821.0,C
Georgia,South Atlantic,,"Hoschton, Georgia",1165750432.0,GA
Georgia,South Atlantic,,"Hull, Georgia",1165750578.0,C
Georgia,South Atlantic,,"Ideal, Georgia",1165750760.0,C
Georgia,South Atlantic,,"Ila, Georgia",1165750768.0,C
Georgia,South Atlantic,,"Iron City, Georgia",1166181735.0,C
Georgia,South Atlantic,,"Irwinton, Georgia",1165750934.0,Start
Georgia,South Atlantic,,"Ivey, Georgia",1166181774.0,Start
Georgia,South Atlantic,,"Jackson, Georgia",1165750997.0,C
Georgia,South Atlantic,,"Jacksonville, Georgia",1171584023.0,C
Georgia,South Atlantic,,"Jakin, Georgia",1168039561.0,GA
Georgia,South Atlantic,,"Jasper, Georgia",1165751083.0,C
Georgia,South Atlantic,,"Jefferson, Georgia",1179808258.0,C
Georgia,South Atlantic,,"Jeffersonville, Georgia",1165751142.0,Start
Georgia,South Atlantic,,"Jenkinsburg, Georgia",1165751164.0,GA
Georgia,South Atlantic,,"Jersey, Georgia",1171567017.0,C
Georgia,South Atlantic,,"Jesup, Georgia",1175978822.0,C
Georgia,South Atlantic,,"Johns Creek, Georgia",1171683007.0,GA
Georgia,South Atlantic,,"Jonesboro, Georgia",1177370629.0,C
Georgia,South Atlantic,,"Junction City, Georgia",1166182118.0,C
Georgia,South Atlantic,,"Kennesaw, Georgia",1171797191.0,C
Georgia,South Atlantic,,"Keysville, Georgia",1165752151.0,Start
Georgia,South Atlantic,,"Kingsland, Georgia",1165752247.0,C
Georgia,South Atlantic,,"Kingston, Georgia",1170352112.0,C
Georgia,South Atlantic,,"Kite, Georgia",1176950353.0,C
Georgia,South Atlantic,,"LaFayette, Georgia",1165752574.0,C
Georgia,South Atlantic,,"LaGrange, Georgia",1178489100.0,C
Georgia,South Atlantic,,"Lake City, Georgia",1165752678.0,C
Georgia,South Atlantic,,"Lakeland, Georgia",1179807973.0,C
Georgia,South Atlantic,,"Lake Park, Georgia",1166792158.0,GA
Georgia,South Atlantic,,"Lavonia, Georgia",1165889446.0,C
Georgia,South Atlantic,,"Lawrenceville, Georgia",1179871965.0,C
Georgia,South Atlantic,,"Leary, Georgia",1179216254.0,C
Georgia,South Atlantic,,"Leesburg, Georgia",1165920645.0,C
Georgia,South Atlantic,,"Lenox, Georgia",1166205776.0,C
Georgia,South Atlantic,,"Leslie, Georgia",1165890027.0,Start
Georgia,South Atlantic,,"Lexington, Georgia",1165890130.0,C
Georgia,South Atlantic,,"Lilburn, Georgia",1175733133.0,C
Georgia,South Atlantic,,"Lilly, Georgia",1176326411.0,GA
Georgia,South Atlantic,,"Lincolnton, Georgia",1179807652.0,C
Georgia,South Atlantic,,"Lithonia, Georgia",1161073473.0,C
Georgia,South Atlantic,,"Locust Grove, Georgia",1165891160.0,C
Georgia,South Atlantic,,"Loganville, Georgia",1165891192.0,C
Georgia,South Atlantic,,"Lone Oak, Georgia",1166206256.0,GA
Georgia,South Atlantic,,"Lookout Mountain, Georgia",1165891328.0,Start
Georgia,South Atlantic,,"Louisville, Georgia",1178863008.0,C
Georgia,South Atlantic,,"Lovejoy, Georgia",1165891465.0,C
Georgia,South Atlantic,,"Ludowici, Georgia",1166779669.0,GA
Georgia,South Atlantic,,"Lula, Georgia",1173036240.0,C
Georgia,South Atlantic,,"Lumber City, Georgia",1165891600.0,Start
Georgia,South Atlantic,,"Lumpkin, Georgia",1180371378.0,C
